main_command	main_description	command	description
pt [dn]	print timestamps	ptd	print DOS time (32 bit `cfg.bigendian`) Since January 1, 1980
pt [dn]	print timestamps	pth	print HFS time (32 bit `cfg.bigendian`) Since January 1, 1904
pt [dn]	print timestamps	ptn	print NTFS time (64 bit `cfg.bigendian`) Since January 1, 1601
pv[1248z][udj]	Print value(s) given size and endian (u for unsigned, d for signed decimal, j for json)	pv	print bytes based on asm.bits
pv[1248z][udj]	Print value(s) given size and endian (u for unsigned, d for signed decimal, j for json)	pv1[udj]	print 1 byte in memory
pv[1248z][udj]	Print value(s) given size and endian (u for unsigned, d for signed decimal, j for json)	pv2[udj]	print 2 bytes in memory
pv[1248z][udj]	Print value(s) given size and endian (u for unsigned, d for signed decimal, j for json)	pv4[udj]	print 4 bytes in memory
pv[1248z][udj]	Print value(s) given size and endian (u for unsigned, d for signed decimal, j for json)	pv8[udj]	print 8 bytes in memory
pv[1248z][udj]	Print value(s) given size and endian (u for unsigned, d for signed decimal, j for json)	pvp[udj]	print 4 or 8 bytes depending on asm.bits
pv[1248z][udj]	Print value(s) given size and endian (u for unsigned, d for signed decimal, j for json)	pve [1234] ([bsize])	print value with any endian (reorder bytes with the 1234 order)
pv[1248z][udj]	Print value(s) given size and endian (u for unsigned, d for signed decimal, j for json)	pvz	print value as string (alias for ps)
px[0afoswqWqQ][f]	# Print heXadecimal	px	show hexdump
px[0afoswqWqQ][f]	# Print heXadecimal	px--[n]	context hexdump (the hexdump version of pd--3)
px[0afoswqWqQ][f]	# Print heXadecimal	px/	same as x/ in gdb (help x)
px[0afoswqWqQ][f]	# Print heXadecimal	px*	same as pc* or p8*, print r2 commands as in hexdump
px[0afoswqWqQ][f]	# Print heXadecimal	px0	8bit hexpair list of bytes until zero byte
px[0afoswqWqQ][f]	# Print heXadecimal	pxa	show annotated hexdump
px[0afoswqWqQ][f]	# Print heXadecimal	pxA[?]	show op analysis color map
px[0afoswqWqQ][f]	# Print heXadecimal	pxb	dump bits in hexdump form
px[0afoswqWqQ][f]	# Print heXadecimal	pxB	dump bits in bitmap form
px[0afoswqWqQ][f]	# Print heXadecimal	pxc	show hexdump with comments
px[0afoswqWqQ][f]	# Print heXadecimal	pxd[?1248]	signed integer dump (1 byte, 2 and 4)
px[0afoswqWqQ][f]	# Print heXadecimal	pxe	emoji hexdump! :)
px[0afoswqWqQ][f]	# Print heXadecimal	pxf	show hexdump of current function
px[0afoswqWqQ][f]	# Print heXadecimal	pxh	show hexadecimal half-words dump (16bit)
px[0afoswqWqQ][f]	# Print heXadecimal	pxH	show hexadecimal half-words dump (16bit) , but one per line
px[0afoswqWqQ][f]	# Print heXadecimal	pxi	HexII compact binary representation
px[0afoswqWqQ][f]	# Print heXadecimal	pxl	display N lines (rows) of hexdump
px[0afoswqWqQ][f]	# Print heXadecimal	pxo	show octal dump
px[0afoswqWqQ][f]	# Print heXadecimal	pxq	show hexadecimal quad-words dump (64bit)
px[0afoswqWqQ][f]	# Print heXadecimal	pxQ[q]	show hexadecimal quad-words dump (64bit) , but one per line
px[0afoswqWqQ][f]	# Print heXadecimal	pxr[1248][qj]	show hexword references (q=quiet, j=json)
px[0afoswqWqQ][f]	# Print heXadecimal	pxs	show hexadecimal in sparse mode
px[0afoswqWqQ][f]	# Print heXadecimal	pxt[*.] [origin]	show delta pointer table in r2 commands
px[0afoswqWqQ][f]	# Print heXadecimal	pxu[?1248]	unsigned integer dump (1 byte, 2 and 4)
px[0afoswqWqQ][f]	# Print heXadecimal	pxw	show hexadecimal words dump (32bit)
px[0afoswqWqQ][f]	# Print heXadecimal	pxW[q]	show hexadecimal words dump (32bit) , but one per line (q=quiet)
px[0afoswqWqQ][f]	# Print heXadecimal	pxx	show N bytes of hex-less hexdump
px[0afoswqWqQ][f]	# Print heXadecimal	pxX	show N words of hex-less hexdump
pxA [len]	show op analysis color map	$$	int/swi/trap/new
pxA [len]	show op analysis color map	+-*/	math ops
pxA [len]	show op analysis color map	->	push
pxA [len]	show op analysis color map	..	nop
pxA [len]	show op analysis color map	<-	pop
pxA [len]	show op analysis color map	<<>>	shift ops
pxA [len]	show op analysis color map	==	cmp/test
pxA [len]	show op analysis color map	XX	invalid
pxA [len]	show op analysis color map	_C	call
pxA [len]	show op analysis color map	_J	jump
pxA [len]	show op analysis color map	_R	ret
pxA [len]	show op analysis color map	cJ	conditional jump
pxA [len]	show op analysis color map	io	in/out ops
pxA [len]	show op analysis color map	mv	move,lea,li
pxA [len]	show op analysis color map	|&^	bin ops
pz [len]	print zoomed blocks (filesize/N)	e zoom.maxsz	max size of block
pz [len]	print zoomed blocks (filesize/N)	e zoom.from	start address
pz [len]	print zoomed blocks (filesize/N)	e zoom.to	end address
pz [len]	print zoomed blocks (filesize/N)	e zoom.byte	specify how to calculate each byte
pz [len]	print zoomed blocks (filesize/N)	pz0	number of bytes with value '0'
pz [len]	print zoomed blocks (filesize/N)	pzF	number of bytes with value 0xFF
pz [len]	print zoomed blocks (filesize/N)	pze	calculate entropy and expand to 0-255 range
pz [len]	print zoomed blocks (filesize/N)	pzf	count of flags in block
pz [len]	print zoomed blocks (filesize/N)	pzh	head (first byte value); This is the default mode
pz [len]	print zoomed blocks (filesize/N)	pzp	number of printable chars
pz [len]	print zoomed blocks (filesize/N)	pzs	strings in range
P[?.+-*cdilnsS] [file]	Project management	P [file]	open project (formerly Po)
P[?.+-*cdilnsS] [file]	Project management	P.	show current loaded project (see prj.name)
P[?.+-*cdilnsS] [file]	Project management	P+ [name]	save project (same as Ps, but doesnt checks for changes)
P[?.+-*cdilnsS] [file]	Project management	P- [name]	delete project
P[?.+-*cdilnsS] [file]	Project management	P*	printn project script as r2 commands
P[?.+-*cdilnsS] [file]	Project management	P!([cmd])	open a shell or run command in the project directory
P[?.+-*cdilnsS] [file]	Project management	Pc	close current project
P[?.+-*cdilnsS] [file]	Project management	Pd [N]	diff Nth commit
P[?.+-*cdilnsS] [file]	Project management	Pi [file]	show project information
P[?.+-*cdilnsS] [file]	Project management	Pl	list all projects
P[?.+-*cdilnsS] [file]	Project management	Pn -	edit current loaded project notes using cfg.editor
P[?.+-*cdilnsS] [file]	Project management	Pn[j]	manage notes associated with the project
P[?.+-*cdilnsS] [file]	Project management	Ps [file]	save project (see dir.projects)
P[?.+-*cdilnsS] [file]	Project management	PS [file]	save script file
P[?.+-*cdilnsS] [file]	Project management	PS* [name]	print the project script file (Like P*, but requires a project)
P[?.+-*cdilnsS] [file]	Project management	Pz[ie] [zipfile]	import/export r2 project in zip form (.zrp extension)
P[?.+-*cdilnsS] [file]	Project management	NOTE:	the 'e prj.name' evar can save/open/rename/list projects.
P[?.+-*cdilnsS] [file]	Project management	NOTE:	see the other 'e??prj.' evars for more options.
P[?.+-*cdilnsS] [file]	Project management	NOTE:	project are stored in dir.projects
q[!][!] [retval]		q	quit program
q[!][!] [retval]		q!	force quit (no questions)
q[!][!] [retval]		q!!	force quit without saving history
q[!][!] [retval]		q!!!	force quit without freeing anything
q[!][!] [retval]		q 1	quit with return value 1
q[!][!] [retval]		q a-b	quit with return value a-b
q[!][!] [retval]		q[y/n][y/n]	quit, chose to kill process, chose to save project
q[!][!] [retval]		Q	same as q!!
r[+-][ size]	Resize file	r	display file size
r[+-][ size]	Resize file	rj	display the file size in JSON format
r[+-][ size]	Resize file	r size	expand or truncate file to given size
r[+-][ size]	Resize file	r-num	remove num bytes, move following data down
r[+-][ size]	Resize file	r+num	insert num bytes, move following data up
r[+-][ size]	Resize file	r2pm [...]	run r2pm's main
r[+-][ size]	Resize file	rabin2 [...]	run rabin2's main
r[+-][ size]	Resize file	radare2 [...]	run radare2's main
r[+-][ size]	Resize file	radiff2 [...]	run radiff2's main
r[+-][ size]	Resize file	rafind2 [...]	run rafind2's main
r[+-][ size]	Resize file	rahash2 [...]	run rahash2's main
r[+-][ size]	Resize file	rasm2 [...]	run rasm2's main
r[+-][ size]	Resize file	ravc2 [...]	run ravc2's main
r[+-][ size]	Resize file	rax2 [...]	run rax2's main
r[+-][ size]	Resize file	rb oldbase @ newbase	rebase all flags, bin.info, breakpoints and analysis
r[+-][ size]	Resize file	rm [file]	remove file
r[+-][ size]	Resize file	rmrf [file|dir]	recursive remove
r[+-][ size]	Resize file	rh	show size in human format
r[+-][ size]	Resize file	r2 [file]	launch r2 (same for rax2, rasm2, ...)
r[+-][ size]	Resize file	reset	reset console settings (clear --hard)
s	# Help for the seek commands. See ?$? to see all variables	s	print current address
s	# Help for the seek commands. See ?$? to see all variables	s addr	seek to address
s	# Help for the seek commands. See ?$? to see all variables	s.[?]hexoff	seek honoring a base from core->offset
s	# Help for the seek commands. See ?$? to see all variables	s:pad	print current address with N padded zeros (defaults to 8)
s	# Help for the seek commands. See ?$? to see all variables	s-	undo seek
s	# Help for the seek commands. See ?$? to see all variables	s-*	reset undo seek history
s	# Help for the seek commands. See ?$? to see all variables	s- n	seek n bytes backward
s	# Help for the seek commands. See ?$? to see all variables	s--[n]	seek blocksize bytes backward (/=n)
s	# Help for the seek commands. See ?$? to see all variables	s+	redo seek
s	# Help for the seek commands. See ?$? to see all variables	s+ n	seek n bytes forward
s	# Help for the seek commands. See ?$? to see all variables	s++[n]	seek blocksize bytes forward (/=n)
s	# Help for the seek commands. See ?$? to see all variables	s[j*=!]	list undo seek history (JSON, =list, *r2, !=names, s==)
s	# Help for the seek commands. See ?$? to see all variables	s/ DATA	search for next occurrence of 'DATA' (see /?)
s	# Help for the seek commands. See ?$? to see all variables	s/x 9091	search for next occurrence of \x90\x91
s	# Help for the seek commands. See ?$? to see all variables	sa ([+-]addr)	seek to block-size aligned address (addr=$$ if not specified)
s	# Help for the seek commands. See ?$? to see all variables	sb ([addr])	seek to the beginning of the basic block
s	# Help for the seek commands. See ?$? to see all variables	sC[?] string	seek to comment matching given string
s	# Help for the seek commands. See ?$? to see all variables	sd ([addr])	show delta seek compared to all possible reference bases
s	# Help for the seek commands. See ?$? to see all variables	sf	seek to next function (f->addr+f->size)
s	# Help for the seek commands. See ?$? to see all variables	sf function	seek to address of specified function
s	# Help for the seek commands. See ?$? to see all variables	sf.	seek to the beginning of current function
s	# Help for the seek commands. See ?$? to see all variables	sfp	seek to the function prelude checking back blocksize bytes
s	# Help for the seek commands. See ?$? to see all variables	sff	seek to the nearest flag backwards (uses fd and ignored the delta)
s	# Help for the seek commands. See ?$? to see all variables	sg/sG	seek begin (sg) or end (sG) of section or file
s	# Help for the seek commands. See ?$? to see all variables	sh	open a basic shell (aims to support basic posix syntax)
s	# Help for the seek commands. See ?$? to see all variables	sl[?] [+-]line	seek to line
s	# Help for the seek commands. See ?$? to see all variables	sn/sp ([nkey])	seek to next/prev location, as specified by scr.nkey
s	# Help for the seek commands. See ?$? to see all variables	snp	seek to next function prelude
s	# Help for the seek commands. See ?$? to see all variables	spp	seek to prev function prelude
s	# Help for the seek commands. See ?$? to see all variables	so ([[-]N])	seek to N opcode(s) forward (or backward when N is negative), N=1 by default
s	# Help for the seek commands. See ?$? to see all variables	sr PC	seek to register (or register alias) value
s	# Help for the seek commands. See ?$? to see all variables	ss[?]	seek silently (without adding an entry to the seek history)
s	# Help for the seek commands. See ?$? to see all variables	sort [file]	sort the contents of the file
s.	Seek here or there (near seeks)	s.	seek here, same as 's $$'
s.	Seek here or there (near seeks)	s..32a8	seek to the same address but replacing the lower nibbles
sC	Comment grep	sC*	list all comments
sC	Comment grep	sC str	seek to the first comment matching 'str'
sl+ or sl- or slc		sl [line]	seek to absolute line
sl+ or sl- or slc		sl[+-][line]	seek to relative line
sl+ or sl- or slc		slc	clear line cache
sl+ or sl- or slc		sll	show total number of lines
sl+ or sl- or slc		sleep [seconds]	sleep for an specific amount of time (support decimal values)
ss	# Seek silently (not recorded in the seek history)	s?	works with all s subcommands, for example ssr = silent 'sr'
t	Parse, manage, and print C types	t	list all loaded types
t	Parse, manage, and print C types	tj	list all loaded types as json
t	Parse, manage, and print C types	t <type>	show type in 'pf' syntax
t	Parse, manage, and print C types	t*	list types info in r2 commands
t	Parse, manage, and print C types	t- <name>	delete type by name
t	Parse, manage, and print C types	t-*	remove all types
t	Parse, manage, and print C types	tail([n]) [file]	output the last n lines of a file (default n=5)
t	Parse, manage, and print C types	tac [file]	the infamous reverse cat command
t	Parse, manage, and print C types	tc[?] [type.name]	list all/given types in C output format
t	Parse, manage, and print C types	td <string>	"load types from string (quote the whole command: ""td ..."")"
t	Parse, manage, and print C types	te[?]	list all loaded enums
t	Parse, manage, and print C types	tf[?]	list all loaded functions signatures
t	Parse, manage, and print C types	tk <sdb-query>	perform sdb query
t	Parse, manage, and print C types	tl[?]	show/Link type to an address
t	Parse, manage, and print C types	tn[?] [-][addr]	manage noreturn function attributes and marks
t	Parse, manage, and print C types	to[?] <path>	load types from C header file
t	Parse, manage, and print C types	tp[?]	<type> [addr|varname] cast data at <address> to <type> and print it (XXX: type can contain spaces)
t	Parse, manage, and print C types	ts[?]	print loaded struct types
t	Parse, manage, and print C types	tt[?]	list all loaded typedefs
t	Parse, manage, and print C types	tu[?]	print loaded union types
t	Parse, manage, and print C types	tx[?]	type xrefs
tc[...]	[type]	tc	list all loaded types in C output format with newlines
tc[...]	[type]	tc [type.name]	list given loaded type in C output format with newlines
tc[...]	[type]	tcd	list all loaded types in C output format without newlines
tc[...]	[type]	tcc[?]	manage calling convention types
tcc [-name]	Type function calling conventions (see also afc? and arcc)	tcc	list all calling conventions
tcc [-name]	Type function calling conventions (see also afc? and arcc)	tcc*	list calling conventions as r2 commands
tcc [-name]	Type function calling conventions (see also afc? and arcc)	tcck	list calling conventions in k=v format
tcc [-name]	Type function calling conventions (see also afc? and arcc)	tccl	list cc signatures (return ccname (arg0, arg1, ..) err;)
tcc [-name]	Type function calling conventions (see also afc? and arcc)	tccj	list them in JSON
tcc [-name]	Type function calling conventions (see also afc? and arcc)	tcc <ret> ([args]) ([err])	define function cc
tcc [-name]	Type function calling conventions (see also afc? and arcc)	tcc r0 pascal(r0,r1,r2)	define signature for pascal cc (see also arcc)
tcc [-name]	Type function calling conventions (see also afc? and arcc)	tcc-<name>	unregister calling convention by name
tcc [-name]	Type function calling conventions (see also afc? and arcc)	tcc-*	unregister all calling conventions
te[...]	Type enum commands	te	list all loaded enums
te[...]	Type enum commands	te <enum>	print all values of enum for given name
te[...]	Type enum commands	te <enum> <value>	show name for given enum number
te[...]	Type enum commands	te-<enum>	delete enum type definition
te[...]	Type enum commands	teb <enum> <name>	show matching enum bitfield for given name
te[...]	Type enum commands	tec	list all loaded enums in C output format with newlines
te[...]	Type enum commands	tec <name>	list given loaded enums in C output format with newlines
te[...]	Type enum commands	ted	list all loaded enums in C output format without newlines
te[...]	Type enum commands	tej	list all loaded enums in json
te[...]	Type enum commands	tej <enum>	show enum in json
te[...]	Type enum commands	test [-x,f,d] [path]	test if executable, file or directory exists
tf[...]		tf	list all function definitions loaded
tf[...]		tf <name>	show function signature
tf[...]		tfc <name>	show function signature in C syntax
tf[...]		tfcj <name>	show function signature in C syntax  but in JSON
tf[...]		tfj	list all function definitions in JSON
tf[...]		tfj <name>	show function signature in JSON
tl[...] [typename] [[=] address]	Type link commands	tl	list all links.
tl[...] [typename] [[=] address]	Type link commands	tll	list all links in readable format.
tl[...] [typename] [[=] address]	Type link commands	tllj	list all links in readable JSON format.
tl[...] [typename] [[=] address]	Type link commands	tl [typename]	link a type to current address.
tl[...] [typename] [[=] address]	Type link commands	tl [typename] = [address]	link type to given address.
tl[...] [typename] [[=] address]	Type link commands	tls [address]	show link at given address.
